track,tags,length
33503,"1,29,210",81
32415,"1,92",103
39104,"1,21,25,237",81
36909,"1,15,21,76,178",17
21463,"1,11,12,21",80
4928,"0,14,222",70
2818,"0,12,60,159",53
33702,"0,20,105,120,126",72
7915,"1,5,74,96,157,174",52
31036,"0,18,222",15
44261,"1,108,220",62
28836,"1,9,25,47,62,83,219",74
45903,"1,17,21",59
51806,"1,21,44,53,165",94
47345,"1,203",78
19560,"2,36",44
42364,"1,18,224",80
49940,"1,17,219",85
15626,"0,18,49,94",60
27414,"1,50,54,74",88
10021,"35,73,233",34
49643,"0,5,33,58,97,197,242",45
69493,"1,196",43
71567,"3,19,248",49
19378,"1,11,108,172",66
21594,"3,147",57
3097,"43,225",68
14703,"1,2,12,27,138",25
3418,"0,28,31,40,56,88",73
58487,"1,44,205",85
33660,"0,2,8,51",60
9017,"2,184",47
36098,"0,22",39
48206,"0,2,8,179",58
10675,"1,11,205",48
28802,"0,16,31,40,57",60
33737,"1,190",88
40028,"0,105",52
41174,"6,170",50
58712,"1,13,87,135,242",61
20964,"6,145,158",126
54662,"6,43,121",26
12738,"6,43,121",99
55093,"0,42,188",55
40647,"1,11,229",70
47243,"1,82",48
12483,"1,13,82",53
63802,"1,6,17,243",81
61393,"0,8,16,59",50
35678,"2,27",46
26758,"0,28,40",56
14132,"43,225",53
69488,"5,102,118",40
44356,"1,206,223",58
39172,"1,78,199",108
32497,"3,19,106",94
43351,"0,4,176",38
6103,"1,11,72,82,150",59
71225,"1,12,29,87,242",58
56010,"1,25,161,190",36
73996,"1,2,41",27
24878,"0,60,217",70
57272,"2,6,9,47,101,112,142,179",28
68097,"1,11,82,150,190",43
9530,"1,190",44
68853,"1,5,12,37,185,192",57
8671,"0,14,56,88,153",82
11363,"0,18,20,111",62
19504,"1,5,15,17,74,96",48
8320,"0,33,181",68
16705,"1,11,37,50,206",23
4521,"1,11,12,50",36
60486,"23,173",65
70756,"1,44,99,144",76
7163,"1,13,82",53
51818,"1,3,15,64",53
34606,"1,12,21,29",84
26728,"1,161,190",43
27940,"1,23,234",50
39968,"0,77,97",59
30860,"2,5,24,75,85,179",54
26845,"23,173,228",53
29001,"0,4,7,9,28",46
12821,"1,13,76",33
34899,"2,6,23,101,162",38
41907,"1,2,119,196",65
30645,"1,2,119,196",53
57085,"0,46,213",32
15200,"0,1,4,60,87,217",41
18388,"0,30,65",96
49952,"0,4,10,57,128",43
65101,"0,1,2,5,11,12,13,17,18,37,50,80,90,111,138,192,223,224",19
20816,"0,1,2,5,11,12,13,17,18,37,50,80,90,111,138,192,223,224",19
50306,"0,2,3,8,9,23,32,124,228,234,246",39
59365,"0,2,3,8,9,23,32,124,228,234,246",43
10205,"0,1,6,12,18,20,21,29,30,33,50,72,77,80,81,87,93,95,97,129,138,190,192",38
52809,"1,190",52
70932,"1,17,239",77
43470,"1,17,239",69
7773,"0,14,16,79,120,148",17
75720,"2,23,28,240",45
15903,"5,63,118,133",28
10740,"0,125",47
74326,"6,187",76
14662,"0,31,255",50
66900,"5,68,118",42
72437,"0,31,57,255",36
45715,"0,100",46
10274,"0,1,11,13,82,149",55
76294,"0,10,91,115",31
47668,"0,14,79,120",104
42774,"1,5,12,54,63,96",32
18692,"1,15,161",44
35477,"0,2,8",40
11158,"1,70,96,150",27
61501,"1,5,15,90,150,206",32
5715,"5,118,133",39
54200,"6,158",44
16230,"0,31,88,255",118
41508,"0,20,216",43
49144,"0,18",34
20114,"1,109",49
33077,"1,5,50,54",53
16402,"0,4,91,115",58
38332,"5,102,118",48
16079,"1,11,135",71
1244,"1,11,15,82,108,190",45
16582,"3,6,124",36
39393,"5,68,118,133",47
38200,"0,1,2,5,10,12,58,95,185",33
394,"1,11,15,76",77
59604,"0,30,148",159
6733,"35,112",47
50673,"0,30",52
48037,"6,215",113
18232,"6,145",183
10537,"0,33,126,135",61
2609,"0,10,35,73,233",47
43251,"1,82,150",50
52957,"6,145,158,215",84
12907,"0,20,139",53
40426,"23,228",36
53195,"6,170",22
60035,"0,6,16,81,116",74
65972,"0,10,60",48
73162,"1,237",90
3096,"1,18",45
15032,"1,12,54,108",39
12895,"1,11,15,70,74,99,138",18
57022,"0,33,100,153",56
27470,"5,63,70,118",36
73656,"1,2,25,86,109",44
13897,"0,5,38,80,185",21
11562,"0,189",121
5458,"1,82,108",35
1577,"0,16,125,163",68
56437,"1,6,9,15,70,103,117,219",51
70783,"0,3,30,31,84",65
42850,"0,111",29
39199,"5,63,70,118",47
42379,"3,26,34,155,194,240",56
16756,"0,20",70
57747,"1,12,15,21,50",174
59241,"1,21,71",92
37391,"0,76,87,210,217",49
42521,"0,211",56
7625,"1,37",71
1632,"0,4,7,10,30,60,97,100,140",95
57453,"1,2,13,87,108,242",37
64974,"0,11,33,105,120",65
44608,"1,5,18,224",47
60160,"0,51,115",37
69377,"1,99,144,192",36
15380,"1,11,12,50,72,77",99
3668,"1,83",82
19019,"0,1,5,6,9,12,50,74,159,178,202",42
70591,"5,58,75,89,102,127,254",57
11854,"0,10,18",35
22181,"1,5,12,17,37,54,63,70,185,192",31
47179,"1,5,12,17,37,54,63,70,185,192",38
69878,"0,6,35,73,116,122,177,233",42
62200,"5,63,118",16
54565,"0,1,82",48
71814,"1,12,242",38
14754,"1,196",51
6550,"0,1,2,5,8,49,58,75,91,94,96,197,212",63
47839,"0,77",44
35600,"1,108",113
60850,"1,11,165",80
2608,"0,7",56
41971,"0,1,2,8,13,48",80
68779,"1,2,119,196",55
75887,"5,63,133",33
65031,"0,7,77,80,90",34
16423,"6,151,215",65
20240,"1,48,50",63
32572,"1,190",101
64483,"0,14,16",43
20277,"1,11,43,121",51
46222,"0,7,22,38,90",40
21713,"1,82",55
43058,"6,39",45
24107,"0,31,56,88",20
3651,"2,5,9,23,26,180,207,208",51
35342,"9,32,55",43
54888,"0,6,81,116",87
17940,"1,37,62",40
15296,"1,11",57
60109,"0,18,139",44
59683,"0,166",42
20647,"2,9,24,26,32",31
9649,"2,5,23,26,27,58,208",47
12468,"0,14,31,88",66
10479,"0,31,57",48
9069,"1,21,205",82
3556,"1,25,172",79
56304,"0,193,212",85
5522,"1,50,74,192",46
1499,"1,2,86,184",53
48648,"2,184",49
40096,"0,193",111
8129,"0,1,7,60",51
55816,"5,9,23,89,102",52
15431,"2,184",46
69313,"1,35,64",43
21187,"0,49,65,132",31
46529,"1,78,113",91
874,"0,65,79,120",80
48410,"5,68,127",49
11333,"5,63,118,133",20
70086,"2,23,134",61
63781,"1,2,9,23,45,55",39
51489,"0,14,42,65,152",71
49156,"9,28,32,47,85,168,182",94
45359,"0,49",50
65196,"0,1,33,43,108,120,137",82
42867,"1,11,15,50,138",72
37480,"1,6,243",39
63343,"5,75",42
33432,"0,16,159",39
21211,"0,16,125",66
21660,"1,15,82,150,190",39
51293,"1,43,108,135,225",82
8245,"0,3,19,98",76
47837,"0,2,4,7",69
68915,"0,1,2,6,12,20,95,192",50
21843,"0,1,2,5,11,12,13,17,18,29,37,50,77,80,82,86,90,96,97,111,138,150,192,206,217",27
58432,"1,21,205",90
11239,"6,81,103,116",89
2709,"0,18,216",72
8745,"3,6,23,151,160",96
73466,"1,11,15,64,229",158
63901,"0,1,67,87,217",51
62429,"1,18,223",40
33853,"1,2,5,27,203",20
17471,"0,1,4,12,13,30,67,70,87",72
17480,"0,1,33,108",183
42345,"1,109,161",90
57179,"1,18,174,192",52
42826,"0,139",45
13089,"0,33",54
69436,"0,42,65,152",56
76642,"0,35,73,146,233,253",68
24206,"0,14,152",46
55781,"1,21",72
23118,"0,216",45
55480,"0,46,114",47
11373,"0,10,156",37
54963,"1,12,37,62,74,96,157,245",28
18617,"1,5,12,54,118,167",54
63906,"1,196",45
26075,"0,5,8,23,46,58,208",35
633,"0,16,46",55
73678,"0,1,2,41,51,119",42
28647,"0,20,222",51
2134,"1,192",77
3602,"2,41",46
73051,"0,2,6,23,39,51,59,177",62
51040,"0,2,184",53
18125,"1,21,205",78
29333,"0,14,16",62
3037,"1,37",46
37591,"0,100,132",52
30002,"0,1,2,8,26",56
12333,"0,30",105
68084,"2,3,34",39
38228,"6,81",65
53930,"2,184",52
41072,"0,10,222",16
22816,"0,42,65,216",60
70428,"0,69,255",47
39987,"2,184",46
64908,"0,16,40,69,125,128",71
13831,"5,58,102",43
55804,"1,18,224",52
74748,"1,18,224",53
44415,"5,118",35
38339,"1,5,37,70,83,96,144,219",35
59073,"0,18,20,33",37
4140,"1,119,196",63
20658,"0,10,128,253",37
70645,"0,1,12,17,29,31,108",43
2542,"2,5,36,68",29
68893,"0,20,33",86
64869,"0,1,11,33",202
66126,"1,3,5,19,58,96",45
12836,"0,3,22,43,225",53
37155,"1,3,6,11,76,110,123",164
34689,"0,6,39,116,201",128
70431,"0,2,5,8",61
44551,"23,173,246",39
23519,"0,14,42",62
57104,"0,14,79",54
56852,"0,235",24
72533,"1,6,23,44,204,246",60
75836,"23,63,214",34
46520,"6,103,232",40
61156,"0,2,91",42
8378,"1,43,53,119,183",48
41510,"1,6,9,12,54,117,170,239",20
73324,"2,3,19,41",54
60391,"0,6,28,40,116",33
29033,"6,9,32,202",78
11570,"1,2,36",55
59776,"5,68,102,118,133",49
29518,"0,8,213",35
46742,"9,55",62
70902,"28,186,251",37
76414,"28,186,251",36
34654,"23,134,169,204",40
3581,"6,158,215",154
5423,"0,2,8,22,69,213",23
11204,"0,1,2,8,13,26,51,125,163",64
14194,"6,145,158,187,215,241",12
15283,"28,186",36
70103,"28,168",57
40424,"0,2,6,23,24,26,101,204",29
74770,"2,41,86",41
46473,"6,39",56
1375,"6,9,47,85,103",95
559,"0,51,59,69",57
27699,"6,187",68
49772,"0,6,8,9,28,32,117,155",69
32224,"3,34",34
51950,"0,2,8",51
66048,"2,3,23,169,214,234",65
13373,"6,151",78
17959,"0,14,49,65",21
43111,"6,39,81,145",79
51407,"1,92,119,250",48
48267,"2,9,26,32,55",64
25940,"0,14,16,46,152",22
76295,"1,2,6,13,15,23,39,93,101,151",57
42019,"6,93,101,122,162",41
45660,"0,30,116",52
63806,"1,6,15,25,123,209",43
42104,"1,6,15,25,123,209",39
44882,"1,11,92,113",56
30619,"9,55,141",57
5484,"0,4,10,128",89
17444,"2,24,194",48
67347,"23,228",54
32321,"2,61",51
10125,"2,3,34,194",61
70722,"0,3,4,38,59,130",41
21588,"2,6,24,26,122",39
3947,"6,23,81,103,151",71
68362,"0,4,18,94",45
1500,"0,4,10,115",38
11278,"6,117,215,241",92
22510,"6,241",96
48314,"0,7,194",52
32960,"0,28,40,182",57
35713,"0,28,40,182",57
57141,"2,23,26",50
46803,"6,23,39,134",44
49964,"0,20,120,152",59
13953,"43,121,195",63
62896,"0,3,34,59",48
28665,"0,10,18,35,112",64
14183,"0,3,22",34
24636,"23,173",57
68015,"1,2,24,26,53,86",59
787,"0,2,8,9,32,45,61",51
61004,"0,28,40,168",70
51503,"3,19,34",48
37362,"3,147",54
13226,"3,34,147",39
54607,"0,8,155,240",51
59064,"2,35,64,73,112",52
60291,"0,1,30,149,159",61
70627,"0,1,38,72",58
21354,"5,35,227,244",43
15463,"2,5,41,104",50
29384,"0,2,142",38
36003,"0,12,18,140",41
30598,"5,68,102,254",80
53406,"6,39,177",85
51485,"6,81,170,175",151
47013,"0,1,15,51,119",53
35633,"6,101",52
18417,"35,191",49
60880,"3,34",34
44362,"1,9,32,45",56
51789,"0,2,26,213",26
39364,"0,4,16,140",38
61819,"0,7,38,211",29
27744,"23,207",38
29034,"0,4,94",45
45055,"0,1,2,8,13,26,41,180",55
6686,"6,39,93,117,187",70
28977,"0,4,140",49
74338,"0,94",59
56390,"0,4,7,46,57",46
46887,"0,2,8,240",75
17617,"2,26,36",40
11837,"0,3,9,28,32,40,155,247",46
10315,"35,191",63
40201,"6,93,117,194,240",84
72998,"6,9,85,116,145",101
70668,"3,34,194",57
11140,"6,93",71
69546,"1,5,75,104,172",55
37176,"0,4,140",50
70366,"35,73,112,233",58
11354,"0,1,3,19,22,30,84",54
37267,"0,2,4,7",55
64938,"1,11,99,131,199",121
21783,"0,4,226",50
2839,"0,16,40",45
31110,"9,32,45,47,231",71
8329,"23,35,73,173,234,244",97
18798,"3,19,43,98,106,225",61
20086,"5,133",61
43498,"6,39,187",61
4909,"28,168,221",54
15529,"0,1,6,11,12,30,84",47
76597,"35,191",59
32079,"3,106",51
71744,"1,72,240",61
34502,"0,1,2,13,35,191",67
68871,"2,7,90",38
35328,"2,5,9,104",17
9354,"2,155,240",62
12148,"6,93,215",70
44782,"0,16,51,163",57
57936,"2,23,26,169",55
26551,"2,23,24,173,228",48
44108,"0,2,26,51,101",42
32301,"5,9,32,55,141",55
12846,"6,158,187",89
66041,"6,9,103,117,241",44
16205,"1,3,6,9,45,176",63
27860,"0,8,125",61
23823,"0,30,84",72
3167,"0,10,46",30
10616,"6,9,32,117",43
7708,"0,3,22,30",69
23121,"9,47,231",46
13869,"35,143",48
2216,"6,93,151,177",79
24744,"6,39,145",52
62572,"0,2,7,27",51
23692,"3,238",54
9058,"0,3,22,59",43
76556,"2,24",54
32096,"0,18,94,100",38
20568,"0,8,23,169,173,207",55
27382,"6,28,81,251",42
68631,"0,4,7,57",25
11088,"0,10,14,18,42,94",45
64377,"6,39,194",68
23097,"6,93",100
58803,"35,64,143,244",74
35338,"9,32,35,73,233",48
10376,"35,64,146",49
2362,"0,16,88",34
44897,"0,4,7",52
23242,"0,7,8,31",164
7947,"0,2,8,51",62
41783,"1,11,83,113",95
25491,"0,2,211",43
27490,"0,3,51",43
56827,"1,5,96,109",63
72786,"5,9,55",53
8028,"2,43,121,252",61
21230,"6,93,101",68
38746,"0,8,9,32,40,45,47",70
32772,"5,89",48
27499,"1,2,15,24,26",48
69531,"0,4,94",37
65909,"1,2,41,45,196",43
45606,"5,9,55,254",60
34842,"0,1,2,8,17,26,51",13
38516,"1,9,25,167",50
16508,"1,5,23,83,208",48
66701,"2,23,26,173",53
58894,"0,7,46,211",51
12302,"2,23,173,180",41
16619,"0,1,35,64,191",67
57191,"0,1,2,4,13,48",62
34620,"0,2,8,38,51",42
50064,"0,8,125,163",63
58582,"0,2,6,8,26,51",51
38934,"0,30,40",57
60631,"2,23,24,160",72
65357,"0,7,31,149",57
71095,"1,15,23,160,180",55
75032,"0,226",80
16765,"0,3,40,130",93
69275,"23,160",42
47943,"9,28,32,85",30
53942,"1,13,119,250",48
27250,"1,45,243",79
14588,"6,9,32,39,55,85,93",61
42817,"1,9,15,32,85,155",37
67456,"6,9,32,47,103",58
44235,"5,9,32,75,104",52
7236,"5,197",60
18693,"6,39,117,145,215",87
14195,"9,45,47",61
25943,"5,9,55",53
18900,"28,221",85
44616,"3,238",47
73186,"6,39,81,103",91
43562,"0,16,69",41
32309,"0,10,35,73,191",32
7848,"6,39,93",61
9626,"9,32,47,55",75
26807,"23,204",48
19530,"6,81,241",86
24716,"2,61",46
36862,"0,7,211",31
67697,"0,3,4,28,59,186",62
49766,"0,8,22",49
27614,"5,6,9,68,102,141,167",49
59662,"0,31,38,51,116,209",58
19230,"1,18,92,223",55
70145,"1,18,92,223",54
53505,"6,158,187",58
63896,"6,23,151,180",29
32636,"5,6,75,103",63
75334,"1,6,12,123,243",70
69713,"35,146",114
57944,"28,247",43
14926,"0,2,211",60
42356,"0,7,8,69,211",139
68467,"0,28,168,247",50
51722,"6,23,151,177",48
74177,"5,89,230",72
31715,"0,2,8,26,38,51",45
24736,"3,34",37
53472,"0,8,46,69,115,125,163",60
74855,"6,39,93",60
14115,"1,11,64,74",57
5116,"2,24,55,86",41
45827,"2,9,24,26,28,32,85",67
6147,"1,44,167",89
5956,"5,68,75",69
8373,"0,1,13,119,196",15
21970,"0,114",32
25677,"2,8,9,24,32,85",58
29435,"23,43,214",44
16515,"0,2,4,7,8,115",51
28682,"1,2,17,71,113,219",102
17851,"0,14,79",70
76662,"2,45",52
21566,"0,14,16",60
32026,"3,19,22,26",44
4208,"1,35,64",59
8638,"0,29,31,97",60
14635,"0,65,120",53
58632,"0,20,33",50
31738,"1,13,167,219",69
28214,"1,9,13,45",54
7304,"35,112,233",46
34481,"0,3,14,19,22,181",59
48842,"3,236",26
25635,"23,234",53
22096,"0,10,67,107",38
21921,"0,33,107",76
44490,"2,24,41",72
44838,"0,142",39
19567,"0,46,57",26
47018,"0,1,9,32,45,47,243",56
47190,"35,143",39
20143,"2,23,228",28
24934,"0,10,115,142",45
5815,"0,88,130",67
60735,"0,56,107",64
26194,"2,3,9,23,26,32,36,169",37
18546,"1,29",52
37180,"35,143",45
28261,"1,13,250",57
22330,"0,120",48
52275,"2,9,36",68
20671,"0,3,9,22,23,28,40,59,85",38
37204,"0,20,22,79",55
442,"0,28,31,40,46,85",51
12660,"2,3,6,19,81,117,232",52
49428,"0,22,181",32
7987,"5,104",55
18012,"0,94,226",74
3403,"2,24,26,194",48
70058,"0,1,11,64,149",41
56789,"28,251",56
37080,"0,10,12,14,176",34
27342,"0,18,20,42",49
66473,"1,83,92,113",109
50852,"3,19,28,186",35
10193,"35,143",55
4976,"2,8,9,47,75,141",42
35119,"6,103",78
23496,"6,39,145",77
61402,"0,7,77,84",69
55713,"3,34",46
61434,"0,8",34
8612,"0,2,3,8,38",39
34930,"0,7,84",105
67221,"23,169",49
10591,"23,134",54
17299,"3,147",56
19024,"23,169",41
1931,"1,3,11,15,131",75
71048,"0,2,26,51",59
3239,"23,169",28
52281,"0,2,213",29
24197,"0,2,38",95
44288,"0,22",66
64482,"3,238",28
74975,"6,145,215",114
31948,"0,14,42",78
54171,"23,207",49
10742,"0,2,6,9,24,26,28,187",73
63189,"6,103",69
12829,"1,2,15,23,26,41,180",57
35909,"9,47,198",40
11314,"0,142,209",34
15153,"12,43,54,137,183,195",73
61565,"5,9,32,55,68",22
49669,"28,247",32
13973,"28,247",41
25914,"0,18,60,80",47
53357,"1,2,15,24,25,44,99",65
45187,"1,2,9,13,32,47",62
70238,"6,9,81,93,103,117",96
1403,"0,8,28,40",75
28082,"0,4",48
29286,"1,2,5,17,26,41,86,104",47
47223,"5,164",65
21240,"9,32,45,231",55
63659,"0,31,159",73
12288,"5,9,55,141",55
54644,"0,2,8,46,142",60
26071,"3,236,248",56
33893,"0,16,23,28,38,69,130,247",132
74950,"43,121,195",47
75268,"43,121,195",38
39845,"0,2,7",52
73275,"1,44,45,161",93
43888,"3,19,101,202",63
38447,"0,4,14,42,94",53
50130,"1,2,9,45",59
66687,"6,39,170",109
3455,"6,24,26,117,145,158,177,241",63
67095,"0,120,152",62
4769,"1,18,223,224",110
12473,"1,92,171,218",83
15189,"1,2,13,119",49
37039,"1,62",54
5719,"1,71",95
10118,"3,6,39,175",171
25444,"5,89,127",53
5319,"3,6,232",86
43961,"1,17,29,220",49
33864,"1,2,13,17",73
43280,"1,119,218",77
26321,"0,67,129",66
73085,"0,1,17,29",64
5909,"6,145,158",87
41016,"6,145,158",84
70248,"1,53,76",140
62662,"35,191",62
29954,"1,92,196",54
10741,"0,8,9,155",38
9432,"0,115,142",60
15809,"1,18,223,224",48
34218,"0,1,17,99,138",48
56913,"0,14,107",63
12380,"0,65",80
31929,"0,20,222",22
61030,"0,1,87,107",53
10726,"0,33,181",79
41186,"23,173",65
47351,"0,23,46,148",78
65493,"0,22,43,225",63
56286,"0,33,181",111
65915,"0,14,79",17
26650,"1,2,13",58
11,"6,122,158,162,187",68
48101,"0,2,8,28,31,46,51,59,125,163",54
9062,"5,35,68,104,227",66
54253,"28,168,182,251",49
32373,"6,170,175",70
63787,"1,21,218",55
26378,"23,207",35
6898,"6,39,201",175
40968,"0,125",34
72735,"0,2,6,101",27
13424,"23,207",38
37214,"6,39,175",48
16744,"23,204",55
69283,"23,246",34
41619,"2,3,26,36,41",44
13889,"2,24",61
17924,"1,11,12,38,52,54,76",93
72264,"0,30,69,84,128,148,163",46
9622,"1,9,15,70,123,167",60
32046,"5,197,254",22
70842,"1,5,9,12,47,202",70
24113,"5,68,89",48
17291,"5,68,89",25
44591,"0,28,40,182,251",31
8414,"1,144,199",90
44936,"1,5,12,62,63,99,138",60
1741,"5,89,230",80
20520,"1,15,78,113,131",156
62842,"6,145,155",30
17349,"1,113",119
74528,"0,14,148",78
16774,"1,15,25,64,112",76
8310,"1,15,62,138,164",62
27626,"0,211",34
34889,"1,72,183",37
66836,"1,11,92,99,199",93
12496,"28,168",34
66331,"2,35,112,191",61
7868,"28,168",68
13529,"2,3,19,26,28,34,147",53
70894,"0,4,59",39
6326,"1,3,6,11,39,116,201",46
12229,"2,3,24",46
76160,"1,2,3,9,13,32,34,41,45",47
34128,"5,127",58
61408,"0,33,56",53
6979,"1,12,50,54,138,178",67
54954,"0,10,46,57,213",39
47896,"0,18,52,56",69
69372,"1,9,86,231",66
46267,"0,28,40",55
55783,"0,10,18,222",32
53646,"5,68,127,185",49
53295,"0,2,3,19,115",61
45058,"0,20,111",49
38180,"1,2,9,86,231",66
66871,"0,80,115",67
24157,"0,1,11,52",72
45843,"2,3,61,214,228",37
23373,"1,37,174",88
25554,"0,226",63
37020,"0,91",50
37624,"1,5,15,63,70,96",31
58221,"6,145,215",65
22583,"0,57,115,128",60
58563,"1,5,12,17,63",33
56645,"0,1,13,209",79
75488,"1,78",106
69056,"1,44,123",82
9309,"2,9,55,179",62
7165,"2,41",56
72379,"35,143,191,244",46
47149,"0,4,211",65
71591,"1,21,144",158
14044,"1,25,119,218",46
27267,"1,92,144",85
75466,"1,25,92,119",48
20947,"0,4,5,18,89,197",21
27895,"23,134",57
3644,"3,19,225",91
38092,"0,69",62
36705,"1,2,25,86,173,180",56
10167,"9,32,45,47,231",69
20334,"9,55,141",51
12088,"0,14,79,152",42
19133,"1,5,6,15,96,123",51
58284,"0,4,94",56
69610,"0,3,38,129,135,137",58
69340,"0,1,3,19,43,106,135,137,200,225",45
45289,"0,16,31",128
24101,"1,15,44,243",69
56558,"0,148",48
21762,"2,6,28,36",90
56510,"1,119",51
19732,"1,25,44",101
66587,"6,39,43,195",32
73720,"0,4,94",25
64457,"1,74,219",48
21655,"9,32,45",46
45644,"0,7,77",45
50476,"0,30,42",81
2784,"1,13,119,218,223",50
63176,"0,67,135",48
59471,"0,4,7,84",51
55005,"0,40,95,116,176",55
47291,"0,30",131
43533,"0,166",52
22568,"0,10,18,136",31
30952,"1,78,113",134
11989,"0,14,29",61
49219,"1,92,218",76
49761,"6,39,43,151,158",57
15498,"1,17,66",65
74507,"1,87",71
50621,"1,2,203",51
56176,"0,16,128",54
44848,"0,1,2,48,76,87",56
5893,"0,51",62
14123,"1,2,6,15,24,70,123,178",39
68877,"1,6,15,167,243",61
29936,"6,9,23,117,177,215,241,246",49
74234,"1,6,9,23,123,167,177,180",67
51383,"0,2,8,28,31,46,51,59,125,163",41
27057,"5,127",51
63460,"28,186",58
48403,"28,221",67
32376,"0,3,28,40,46,186,247",38
36295,"43,252",34
22102,"0,1,3,22,23,30,180",56
56648,"0,7,132",65
23561,"9,47",47
28293,"0,49",10
30996,"0,3,59,130",95
33056,"6,215",149
72571,"0,6,38",67
72144,"1,218",73
19380,"43,76,121",61
24641,"2,3,19,61,155",58
60867,"1,5,17,25,104,164",65
44657,"1,53,71",47
36244,"6,9,103,145,158,175,202,215,241",90
10999,"1,167",30
30189,"3,26,238",50
23697,"0,105,126",51
21332,"0,22,33,181",76
49597,"9,32,85",53
2495,"0,31,88,149",22
19794,"0,20,56",53
4773,"0,4,57,60",33
29776,"0,1,8,31,54",53
42402,"1,53,83",133
71742,"1,71,113",105
24426,"1,11,15,50,64",95
76310,"0,111",15
37505,"5,157",48
18620,"0,115,253",41
18057,"0,115,253",37
16126,"0,115,253",39
15655,"1,25,180,239",72
51890,"0,18,52,149,189",165
60773,"3,23,246",48
68341,"6,162",71
59667,"0,57,213",31
36911,"0,20,56,126",66
42966,"1,11,110,131",302
15553,"0,1,11,12,97",16
50558,"9,198",72
26004,"35,73",45
21703,"5,89,127,197",36
52431,"0,67",62
50925,"0,1,11,33,65,181",11
52199,"6,23,177,204",48
54689,"0,18,30,80",22
36712,"11,43,110,195",125
47647,"1,12,25,45,54,219",65
70835,"1,164",50
41053,"0,1,2,4,27,43,137",47
37504,"0,7,9,32,84",63
72731,"1,83,99,219",71
20850,"1,25,180",54
35059,"0,3,7,22",64
21733,"23,173",43
73247,"0,48,60,129",58
49049,"0,12,60,87",62
71346,"0,4,7,13,15,17,84,175",61
51357,"6,9,23,81,93,151,246",60
48257,"0,30,131,159,200",76
18609,"0,2,10,27,80",55
70890,"0,1,6,13,48,93",62
21400,"5,89,102",15
6260,"0,1,11,22,131",57
46901,"0,3,10,106",40
71047,"0,235",19
51800,"0,235",47
55302,"0,7,80,132",47
23839,"6,145,187",80
76000,"1,15,50,74",51
63273,"1,21",87
19701,"0,7",67
49298,"43,76,121",58
1979,"23,173,228",63
19663,"1,72",73
25878,"0,7,8,22",48
40297,"2,6,24",42
59050,"23,173,234",93
13919,"5,89",48
3277,"23,35,73,207",46
66741,"0,10,91",31
75544,"1,53,210",83
70690,"0,1,37,50,52,97,138,192",62
72388,"35,64,146",54
390,"6,39,175",74
63100,"0,67,107",66
8451,"1,15,44,209",66
19556,"35,146",51
41698,"0,1,2,4,13,17,29,48,66,87,99,144,219",51
5552,"1,21,29,66",50
22757,"3,19,183,225",55
48942,"5,89,230",10
21236,"23,204",59
6821,"6,122",58
70907,"0,88",52
24302,"35,146",54
69662,"6,23,151,173",61
69910,"0,38,94",42
70351,"0,6,81,116",53
56220,"0,18,52,56,100",65
10714,"1,29",78
20789,"0,1,7,59,209",50
35001,"0,33,107,120",112
13653,"0,20,33",47
18628,"9,32,47,155",48
50758,"0,30,52,132",85
37501,"0,7,52,80",56
10969,"1,13,29,66",70
59077,"2,43,195",49
31107,"0,4,35,100,156",29
43829,"1,15,44,64,178,180",84
54491,"5,9,47,104",69
65665,"1,15,72,174",91
71866,"6,23,160",74
55801,"3,6,39,72,135",51
4917,"5,9,157",46
72004,"6,23,151,173",94
70317,"0,100,132",78
73411,"0,20,42",46
67655,"0,10,136",43
8790,"6,72",76
61721,"1,5,83,157",27
68733,"1,11,54,72",74
17902,"0,16,46",36
47334,"35,143,146",51
54116,"6,12,39,81,151,170",17
51473,"6,39,81,103",85
35592,"1,6,12,97,170",96
37108,"1,15",33
74856,"1,5,62,76,96",53
74721,"0,16,30,31,69,255",95
273,"28,168,221",67
48751,"1,9,13,17,47",57
28427,"6,232",53
47440,"1,17,29,66",75
24317,"1,2,3,23,134,204",60
2928,"5,89",47
61297,"1,13,17,76,87",48
11975,"0,4,6,9,73,122",52
1272,"1,5,12,15,63,70",41
57858,"1,13,17,21",53
73440,"3,19,43,225",51
39990,"1,15,64,131",61
51955,"1,239",74
38941,"0,136",30
64799,"3,43,106,183",48
59510,"0,49",49
46449,"1,131",62
49152,"6,170,175",162
6003,"1,2,9,23,41,47",61
65174,"2,6,122",53
57419,"1,5,15,64,96",75
47355,"0,18,95,97,111",24
74268,"0,46,142",66
35455,"1,6,12,175",131
17360,"1,15,50",67
74557,"28,221",75
61278,"0,28,40",62
34483,"6,187",61
10189,"6,23,101",26
1826,"28,221",55
50528,"3,6,9,81",48
21547,"0,16,31",64
23123,"6,28,162,168",49
39425,"1,2,23,41,119,180",52
7457,"1,9,23,45,47",56
36945,"5,35,143,227",69
39937,"0,28,40,182",41
72327,"0,105,107",58
27170,"0,2,155",47
10027,"0,235",11
5263,"3,238",43
23412,"6,122,158,187,215",40
48294,"0,49",55
60875,"1,5,11,15,138",77
27449,"1,9,15,167",72
53702,"0,14,128",43
54359,"0,1,11,12,54,77",58
65098,"2,3,19,26,124",35
1067,"5,102,118,127",27
73253,"0,7,10,18,132,140",47
45694,"1,11,64,70,76,165",104
41776,"0,188",66
